,Sentence #,Word,Pos,Tag
3869,Sentence 307,oakland,NN,B-fromloc
3870,Sentence 307,to,TO,O
3871,Sentence 307,salt,VB,B-toloc
3872,Sentence 307,lake,JJ,I-toloc
3873,Sentence 307,city,NN,I-toloc
3874,Sentence 307,on,IN,O
3875,Sentence 307,thursday,NN,B-depart_date.day_name
3876,Sentence 307,before,IN,B-depart_time.time_relative
3877,Sentence 307,8,CD,B-depart_time.time
3878,Sentence 307,am,VBP,I-depart_time.time
3879,Sentence 308,list,NN,O
3880,Sentence 308,all,DT,O
3881,Sentence 308,flights,NNS,O
3882,Sentence 308,and,CC,O
3883,Sentence 308,their,PRP$,O
3884,Sentence 308,fares,NNS,O
3885,Sentence 308,for,IN,O
3886,Sentence 308,all,DT,O
3887,Sentence 308,flights,NNS,O
3888,Sentence 308,between,IN,O
3889,Sentence 308,miami,NN,B-fromloc
3890,Sentence 308,and,CC,O
3891,Sentence 308,indianapolis,NN,B-toloc
3892,Sentence 309,first,JJ,B-flight_mod
3893,Sentence 309,flights,NNS,O
3894,Sentence 309,and,CC,O
3895,Sentence 309,fares,NNS,O
3896,Sentence 309,from,IN,O
3897,Sentence 309,pittsburgh,NN,B-fromloc
3898,Sentence 309,to,TO,O
3899,Sentence 309,atlanta,VB,B-toloc
3900,Sentence 309,on,IN,O
3901,Sentence 309,a,DT,O
3902,Sentence 309,thursday,NN,B-depart_date.day_name
3903,Sentence 310,again,RB,O
3904,Sentence 310,i,NN,O
3905,Sentence 310,will,MD,O
3906,Sentence 310,repeat,VB,O
3907,Sentence 310,i,JJ,O
3908,Sentence 310,want,VBP,O
3909,Sentence 310,to,TO,O
3910,Sentence 310,make,VB,O
3911,Sentence 310,a,DT,O
3912,Sentence 310,one,CD,B-round_trip
3913,Sentence 310,way,NN,I-round_trip
3914,Sentence 310,flight,NN,O
3915,Sentence 310,from,IN,O
3916,Sentence 310,boston,NN,B-fromloc
3917,Sentence 310,to,TO,O
3918,Sentence 310,atlanta,VB,B-toloc
3919,Sentence 310,will,MD,O
3920,Sentence 310,you,PRP,O
3921,Sentence 310,tell,VB,O
3922,Sentence 310,me,PRP,O
3923,Sentence 310,how,WRB,O
3924,Sentence 310,much,JJ,O
3925,Sentence 310,the,DT,O
3926,Sentence 310,fares,NNS,O
3927,Sentence 310,are,VBP,O
3928,Sentence 310,i,RB,O
3929,Sentence 310,would,MD,O
3930,Sentence 310,like,VB,O
3931,Sentence 310,the,DT,O
3932,Sentence 310,cheapest,JJS,B-cost_relative
3933,Sentence 310,fare,NN,O
3934,Sentence 311,show,VB,O
3935,Sentence 311,me,PRP,O
3936,Sentence 311,the,DT,O
3937,Sentence 311,nonstop,JJ,B-flight_stop
3938,Sentence 311,flights,NNS,O
3939,Sentence 311,and,CC,O
3940,Sentence 311,fares,NNS,O
3941,Sentence 311,from,IN,O
3942,Sentence 311,toronto,NN,B-fromloc
3943,Sentence 311,to,TO,O
3944,Sentence 311,st.,VB,B-toloc
3945,Sentence 311,petersburg,NN,I-toloc
3946,Sentence 312,give,VB,O
3947,Sentence 312,me,PRP,O
3948,Sentence 312,the,DT,O
3949,Sentence 312,flights,NNS,O
3950,Sentence 312,and,CC,O
3951,Sentence 312,fares,NNS,O
3952,Sentence 312,on,IN,O
3953,Sentence 312,december,JJ,B-depart_date.month_name
3954,Sentence 312,twenty,JJ,B-depart_date.day_number
3955,Sentence 312,seventh,NN,I-depart_date.day_number
3956,Sentence 312,from,IN,O
3957,Sentence 312,orlando,NN,B-fromloc
3958,Sentence 312,to,TO,O
3959,Sentence 312,indianapolis,VB,B-toloc
3960,Sentence 313,what,WP,O
3961,Sentence 313,does,VBZ,O
3962,Sentence 313,dfw,VB,B-airport_code
3963,Sentence 313,mean,VB,O
3964,Sentence 314,what,WP,O
3965,Sentence 314,does,VBZ,O
3966,Sentence 314,mco,RBS,B-airport_code
3967,Sentence 314,mean,VB,O
3968,Sentence 315,what,WP,O
3969,Sentence 315,does,VBZ,O
3970,Sentence 315,iah,JJ,B-airport_code
3971,Sentence 315,mean,VB,O
3972,Sentence 316,what,WP,O
3973,Sentence 316,does,VBZ,O
3974,Sentence 316,ord,JJ,B-airport_code
3975,Sentence 316,mean,VB,O
3976,Sentence 317,what,WP,O
3977,Sentence 317,is,VBZ,O
3978,Sentence 317,ewr,JJ,B-airport_code
3979,Sentence 318,what,WP,O
3980,Sentence 318,ground,NN,O
3981,Sentence 318,transportation,NN,O
3982,Sentence 318,is,VBZ,O
3983,Sentence 318,available,JJ,O
3984,Sentence 318,between,IN,O
3985,Sentence 318,dca,NN,B-airport_code
3986,Sentence 318,and,CC,O
3987,Sentence 318,downtown,JJ,O
3988,Sentence 318,washington,NN,B-city_name
3989,Sentence 319,what,WP,O
3990,Sentence 319,is,VBZ,O
3991,Sentence 319,cvg,NN,B-airport_code
3992,Sentence 320,what,WP,O
3993,Sentence 320,does,VBZ,O
3994,Sentence 320,mco,JJR,B-airport_code
3995,Sentence 320,stand,VB,O
3996,Sentence 320,for,IN,O
3997,Sentence 321,what,WP,O
3998,Sentence 321,is,VBZ,O
3999,Sentence 321,bna,NN,B-airport_code
4000,Sentence 322,what,WP,O
4001,Sentence 322,is,VBZ,O
4002,Sentence 322,mci,JJ,B-airport_code
4003,Sentence 323,what,WP,O
4004,Sentence 323,does,VBZ,O
4005,Sentence 323,hou,JJ,B-airport_code
4006,Sentence 323,mean,VB,O
4007,Sentence 324,what,WP,O
4008,Sentence 324,is,VBZ,O
4009,Sentence 324,mco,JJ,B-airport_code
4010,Sentence 325,please,VB,O
4011,Sentence 325,list,NN,O
4012,Sentence 325,the,DT,O
4013,Sentence 325,ground,NN,O
4014,Sentence 325,transportation,NN,O
4015,Sentence 325,from,IN,O
4016,Sentence 325,lga,NN,B-airport_code
4017,Sentence 325,into,IN,O
4018,Sentence 325,new,JJ,B-city_name
4019,Sentence 325,york,NN,I-city_name
4020,Sentence 325,city,NN,I-city_name
4021,Sentence 326,what,WP,O
4022,Sentence 326,does,VBZ,O
4023,Sentence 326,lax,JJ,B-airport_code
4024,Sentence 326,stand,VB,O
4025,Sentence 326,for,IN,O
4026,Sentence 327,what,WP,O
4027,Sentence 327,is,VBZ,O
4028,Sentence 327,yyz,JJ,B-airport_code
4029,Sentence 328,what,WDT,O
4030,Sentence 328,are,VBP,O
4031,Sentence 328,the,DT,O
4032,Sentence 328,flights,NNS,O
4033,Sentence 328,between,IN,O
4034,Sentence 328,dca,NN,B-airport_code
4035,Sentence 328,and,CC,O
4036,Sentence 328,milwaukee,NN,B-city_name
4037,Sentence 329,what,WP,O
4038,Sentence 329,does,VBZ,O
4039,Sentence 329,ewr,JJ,B-airport_code
4040,Sentence 329,mean,VB,O
4041,Sentence 330,please,JJ,O
4042,Sentence 330,list,NN,O
4043,Sentence 330,ground,NN,O
4044,Sentence 330,transportation,NN,O
4045,Sentence 330,from,IN,O
4046,Sentence 330,ewr,NN,B-airport_code
4047,Sentence 330,into,IN,O
4048,Sentence 330,new,JJ,B-city_name
4049,Sentence 330,york,NN,I-city_name
4050,Sentence 330,city,NN,I-city_name
4051,Sentence 331,what,WP,O
4052,Sentence 331,is,VBZ,O
4053,Sentence 331,ord,JJ,B-airport_code
4054,Sentence 332,what,WP,O
4055,Sentence 332,is,VBZ,O
4056,Sentence 332,bur,NN,B-airport_code
4057,Sentence 333,how,WRB,O
4058,Sentence 333,long,RB,O
4059,Sentence 333,does,VBZ,O
4060,Sentence 333,it,PRP,O
4061,Sentence 333,take,VB,O
4062,Sentence 333,to,TO,O
4063,Sentence 333,get,VB,O
4064,Sentence 333,from,IN,O
4065,Sentence 333,atlanta,JJ,B-fromloc
4066,Sentence 333,airport,NN,I-fromloc
4067,Sentence 333,into,IN,O
4068,Sentence 333,the,DT,O
4069,Sentence 333,city,NN,O
4070,Sentence 333,of,IN,O
4071,Sentence 333,atlanta,NN,B-toloc
4072,Sentence 334,what,WP,O
4073,Sentence 334,is,VBZ,O
4074,Sentence 334,the,DT,O
4075,Sentence 334,distance,NN,O
4076,Sentence 334,from,IN,O
4077,Sentence 334,la,JJ,B-fromloc
4078,Sentence 334,guardia,NN,I-fromloc
4079,Sentence 334,to,TO,O
4080,Sentence 334,new,JJ,B-toloc
4081,Sentence 334,york,NN,I-toloc
4082,Sentence 334,s,POS,O
4083,Sentence 334,downtown,NN,O
4084,Sentence 335,how,WRB,O
4085,Sentence 335,long,JJ,O
4086,Sentence 335,is,VBZ,O
4087,Sentence 335,the,DT,O
4088,Sentence 335,flight,NN,O
4089,Sentence 335,from,IN,O
4090,Sentence 335,atlanta,NN,B-fromloc
4091,Sentence 335,to,TO,O
4092,Sentence 335,san,VB,B-toloc
4093,Sentence 335,francisco,NN,I-toloc
4094,Sentence 335,at,IN,O
4095,Sentence 335,noon,NN,B-depart_time.time
4096,Sentence 335,on,IN,O
4097,Sentence 335,november,JJ,B-depart_date.month_name
4098,Sentence 335,seventh,JJ,B-depart_date.day_number
4099,Sentence 336,how,WRB,O
4100,Sentence 336,far,RB,O
4101,Sentence 336,is,VBZ,O
4102,Sentence 336,new,JJ,B-city_name
4103,Sentence 336,york,NN,I-city_name
4104,Sentence 336,s,POS,O
4105,Sentence 336,la,JJ,B-airport_name
4106,Sentence 336,guardia,NN,I-airport_name
4107,Sentence 336,from,IN,O
4108,Sentence 336,downtown,NN,O
4109,Sentence 337,how,WRB,O
4110,Sentence 337,long,RB,O
4111,Sentence 337,does,VBZ,O
4112,Sentence 337,it,PRP,O
4113,Sentence 337,take,VB,O
4114,Sentence 337,to,TO,O
4115,Sentence 337,get,VB,O
4116,Sentence 337,from,IN,O
4117,Sentence 337,kansas,JJ,B-fromloc
4118,Sentence 337,city,NN,I-fromloc
4119,Sentence 337,to,TO,O
4120,Sentence 337,st.,VB,B-toloc
4121,Sentence 337,paul,NN,I-toloc
4122,Sentence 338,list,NN,O
4123,Sentence 338,the,DT,O
4124,Sentence 338,distance,NN,O
4125,Sentence 338,in,IN,O
4126,Sentence 338,miles,NNS,O
4127,Sentence 338,from,IN,O
4128,Sentence 338,san,JJ,B-fromloc
4129,Sentence 338,francisco,JJ,I-fromloc
4130,Sentence 338,international,JJ,I-fromloc
4131,Sentence 338,airport,NN,I-fromloc
4132,Sentence 338,to,TO,O
4133,Sentence 338,san,VB,B-toloc
4134,Sentence 338,francisco,JJ,I-toloc
4135,Sentence 338,downtown,NN,O
4136,Sentence 339,what,WP,O
4137,Sentence 339,is,VBZ,O
4138,Sentence 339,the,DT,O
4139,Sentence 339,distance,NN,O
4140,Sentence 339,from,IN,O
4141,Sentence 339,los,NN,B-fromloc
4142,Sentence 339,angeles,NNS,I-fromloc
4143,Sentence 339,international,JJ,I-fromloc
4144,Sentence 339,airport,NN,I-fromloc
4145,Sentence 339,to,TO,O
4146,Sentence 339,los,VB,B-toloc
4147,Sentence 339,angeles,NNS,I-toloc
4148,Sentence 340,what,WP,O
4149,Sentence 340,is,VBZ,O
4150,Sentence 340,the,DT,O
4151,Sentence 340,distance,NN,O
4152,Sentence 340,from,IN,O
4153,Sentence 340,san,JJ,B-fromloc
4154,Sentence 340,francisco,JJ,I-fromloc
4155,Sentence 340,international,JJ,I-fromloc
4156,Sentence 340,airport,NN,I-fromloc
4157,Sentence 340,to,TO,O
4158,Sentence 340,san,VB,B-toloc
4159,Sentence 340,francisco,NN,I-toloc
4160,Sentence 341,how,WRB,O
4161,Sentence 341,far,RB,O
4162,Sentence 341,is,VBZ,O
4163,Sentence 341,it,PRP,O
4164,Sentence 341,from,IN,O
4165,Sentence 341,orlando,JJ,B-fromloc
4166,Sentence 341,airport,NN,I-fromloc
4167,Sentence 341,to,TO,O
4168,Sentence 341,orlando,VB,B-toloc
4169,Sentence 342,list,NN,O
4170,Sentence 342,the,DT,O
4171,Sentence 342,distance,NN,O
4172,Sentence 342,in,IN,O
4173,Sentence 342,miles,NNS,O
4174,Sentence 342,from,IN,O
4175,Sentence 342,new,JJ,B-fromloc
4176,Sentence 342,york,NN,I-fromloc
4177,Sentence 342,s,POS,O
4178,Sentence 342,la,JJ,B-fromloc
4179,Sentence 342,guardia,FW,I-fromloc
4180,Sentence 342,airport,NN,I-fromloc
4181,Sentence 342,to,TO,O
4182,Sentence 342,downtown,VB,O
4183,Sentence 342,new,JJ,B-city_name
4184,Sentence 342,york,NN,I-city_name
4185,Sentence 342,city,NN,I-city_name
4186,Sentence 343,how,WRB,O
4187,Sentence 343,far,RB,O
4188,Sentence 343,from,IN,O
4189,Sentence 343,the,DT,O
4190,Sentence 343,airport,NN,O
4191,Sentence 343,in,IN,O
4192,Sentence 343,the,DT,O
4193,Sentence 343,dallas,NN,B-fromloc
4194,Sentence 343,fort,NN,I-fromloc
4195,Sentence 343,worth,JJ,I-fromloc
4196,Sentence 343,airport,NN,I-fromloc
4197,Sentence 343,is,VBZ,O
4198,Sentence 343,dallas,NNS,B-fromloc
4199,Sentence 344,what,WP,O
4200,Sentence 344,is,VBZ,O
4201,Sentence 344,the,DT,O
4202,Sentence 344,distance,NN,O
4203,Sentence 344,between,IN,O
4204,Sentence 344,pittsburgh,JJ,B-fromloc
4205,Sentence 344,airport,NN,I-fromloc
4206,Sentence 344,and,CC,O
4207,Sentence 344,downtown,NN,O
4208,Sentence 344,pittsburgh,NN,B-toloc
4209,Sentence 345,how,WRB,O
4210,Sentence 345,far,RB,O
4211,Sentence 345,is,VBZ,O
4212,Sentence 345,oakland,JJ,B-fromloc
4213,Sentence 345,airport,NN,I-fromloc
4214,Sentence 345,from,IN,O
4215,Sentence 345,downtown,NN,O
4216,Sentence 346,how,WRB,O
4217,Sentence 346,far,RB,O
4218,Sentence 346,is,VBZ,O
4219,Sentence 346,san,JJ,B-airport_name
4220,Sentence 346,francisco,JJ,I-airport_name
4221,Sentence 346,international,JJ,I-airport_name
4222,Sentence 346,from,IN,O
4223,Sentence 346,downtown,NN,O
4224,Sentence 347,how,WRB,O
4225,Sentence 347,far,RB,O
4226,Sentence 347,is,VBZ,O
4227,Sentence 347,the,DT,O
4228,Sentence 347,airport,NN,O
4229,Sentence 347,from,IN,O
4230,Sentence 347,san,JJ,B-fromloc
4231,Sentence 347,francisco,NN,I-fromloc
4232,Sentence 348,how,WRB,O
4233,Sentence 348,long,RB,O
4234,Sentence 348,does,VBZ,O
4235,Sentence 348,it,PRP,O
4236,Sentence 348,take,VB,O
4237,Sentence 348,to,TO,O
4238,Sentence 348,get,VB,O
4239,Sentence 348,from,IN,O
4240,Sentence 348,denver,NN,B-fromloc
4241,Sentence 348,to,TO,O
4242,Sentence 348,oakland,VB,B-toloc
4243,Sentence 349,list,NN,O
4244,Sentence 349,distance,NN,O
4245,Sentence 349,from,IN,O
4246,Sentence 349,airports,NNS,O
4247,Sentence 349,to,TO,O
4248,Sentence 349,downtown,VB,O
4249,Sentence 349,in,IN,O
4250,Sentence 349,new,JJ,B-city_name
4251,Sentence 349,york,NN,I-city_name
4252,Sentence 350,how,WRB,O
4253,Sentence 350,far,RB,O
4254,Sentence 350,is,VBZ,O
4255,Sentence 350,it,PRP,O
4256,Sentence 350,from,IN,O
4257,Sentence 350,salt,JJ,B-fromloc
4258,Sentence 350,lake,JJ,I-fromloc
4259,Sentence 350,city,NN,I-fromloc
4260,Sentence 350,airport,NN,I-fromloc
4261,Sentence 350,to,TO,O
4262,Sentence 350,salt,VB,B-toloc
4263,Sentence 350,lake,JJ,I-toloc
4264,Sentence 350,city,NN,I-toloc
4265,Sentence 351,how,WRB,O
4266,Sentence 351,far,RB,O
4267,Sentence 351,is,VBZ,O
4268,Sentence 351,the,DT,O
4269,Sentence 351,airport,NN,O
4270,Sentence 351,from,IN,O
4271,Sentence 351,downtown,NN,O
4272,Sentence 351,pittsburgh,NN,B-fromloc
4273,Sentence 352,how,WRB,O
4274,Sentence 352,far,RB,O
4275,Sentence 352,is,VBZ,O
4276,Sentence 352,downtown,VBN,O
4277,Sentence 352,from,IN,O
4278,Sentence 352,the,DT,O
4279,Sentence 352,airport,NN,O
4280,Sentence 352,in,IN,O
4281,Sentence 352,dallas,NN,B-fromloc
4282,Sentence 353,list,NN,O
4283,Sentence 353,the,DT,O
4284,Sentence 353,distance,NN,O
4285,Sentence 353,in,IN,O
4286,Sentence 353,miles,NNS,O
4287,Sentence 353,from,IN,O
4288,Sentence 353,boston,NN,B-fromloc
4289,Sentence 353,airport,NN,I-fromloc
4290,Sentence 353,to,TO,O
4291,Sentence 353,downtown,VB,O
4292,Sentence 353,boston,NN,B-city_name
4293,Sentence 354,what,WP,O
4294,Sentence 354,is,VBZ,O
4295,Sentence 354,the,DT,O
4296,Sentence 354,distance,NN,O
4297,Sentence 354,from,IN,O
4298,Sentence 354,toronto,IN,B-fromloc
4299,Sentence 354,international,JJ,I-fromloc
4300,Sentence 354,airport,NN,I-fromloc
4301,Sentence 354,to,TO,O
4302,Sentence 354,toronto,VB,B-toloc
4303,Sentence 355,how,WRB,O
4304,Sentence 355,long,JJ,O
4305,Sentence 355,is,VBZ,O
4306,Sentence 355,a,DT,O
4307,Sentence 355,trip,NN,O
4308,Sentence 355,from,IN,O
4309,Sentence 355,philadelphia,JJ,B-fromloc
4310,Sentence 355,airport,NN,I-fromloc
4311,Sentence 355,to,TO,O
4312,Sentence 355,downtown,VB,O
4313,Sentence 355,philadelphia,NN,B-toloc
4314,Sentence 356,what,WP,O
4315,Sentence 356,is,VBZ,O
4316,Sentence 356,the,DT,O
4317,Sentence 356,distance,NN,O
4318,Sentence 356,from,IN,O
4319,Sentence 356,boston,NN,B-fromloc
4320,Sentence 356,airport,NN,I-fromloc
4321,Sentence 356,to,TO,O
4322,Sentence 356,boston,VB,B-toloc
4323,Sentence 357,list,NN,O
4324,Sentence 357,airports,NNS,O
4325,Sentence 358,does,VBZ,O
4326,Sentence 358,the,DT,O
4327,Sentence 358,philadelphia,NN,B-airport_name
4328,Sentence 358,airport,NN,I-airport_name
4329,Sentence 358,have,VBP,O
4330,Sentence 358,a,DT,O
4331,Sentence 358,name,NN,O
4332,Sentence 359,please,VB,O
4333,Sentence 359,show,VB,O
4334,Sentence 359,me,PRP,O
4335,Sentence 359,all,DT,O
4336,Sentence 359,airports,NNS,O
4337,Sentence 359,in,IN,O
4338,Sentence 359,denver,NN,B-city_name
4339,Sentence 360,show,VB,O
4340,Sentence 360,me,PRP,O
4341,Sentence 360,the,DT,O
4342,Sentence 360,airports,NNS,O
4343,Sentence 360,serviced,VBN,O
4344,Sentence 360,by,IN,O
4345,Sentence 360,tower,JJR,B-airline_name
4346,Sentence 360,air,NN,I-airline_name
4347,Sentence 361,list,NN,O
4348,Sentence 361,airports,NNS,O
4349,Sentence 361,in,IN,O
4350,Sentence 361,la,NN,B-city_name
4351,Sentence 362,list,NN,O
4352,Sentence 362,airports,NNS,O
4353,Sentence 362,in,IN,O
4354,Sentence 362,new,JJ,B-city_name
4355,Sentence 362,york,NN,I-city_name
4356,Sentence 363,tell,VB,O
4357,Sentence 363,me,PRP,O
4358,Sentence 363,all,PDT,O
4359,Sentence 363,the,DT,O
4360,Sentence 363,airports,NNS,O
4361,Sentence 363,near,IN,O
4362,Sentence 363,westchester,JJ,B-city_name
4363,Sentence 363,county,NN,I-city_name
4364,Sentence 364,airports,NNS,O
4365,Sentence 364,in,IN,O
4366,Sentence 364,new,JJ,B-city_name
4367,Sentence 364,york,NN,I-city_name
4368,Sentence 365,please,VB,O
4369,Sentence 365,list,NN,O
4370,Sentence 365,information,NN,O
4371,Sentence 365,regarding,VBG,O
4372,Sentence 365,san,JJ,B-airport_name
4373,Sentence 365,francisco,JJ,I-airport_name
4374,Sentence 365,airport,NN,I-airport_name
4375,Sentence 366,list,NN,O
4376,Sentence 366,the,DT,O
4377,Sentence 366,airports,NNS,O
4378,Sentence 366,in,IN,O
4379,Sentence 366,la,NN,B-city_name
4380,Sentence 367,tell,VB,O
4381,Sentence 367,me,PRP,O
4382,Sentence 367,all,PDT,O
4383,Sentence 367,the,DT,O
4384,Sentence 367,airports,NNS,O
4385,Sentence 367,in,IN,O
4386,Sentence 367,the,DT,O
4387,Sentence 367,new,JJ,B-city_name
4388,Sentence 367,york,NN,I-city_name
4389,Sentence 367,city,NN,I-city_name
4390,Sentence 367,area,NN,O
4391,Sentence 368,what,WP,O
4392,Sentence 368,s,VBZ,O
4393,Sentence 368,the,DT,O
4394,Sentence 368,airport,NN,O
4395,Sentence 368,at,IN,O
4396,Sentence 368,orlando,NN,B-city_name
4397,Sentence 369,what,WP,O
4398,Sentence 369,airport,NN,O
4399,Sentence 369,is,VBZ,O
4400,Sentence 369,at,IN,O
4401,Sentence 369,tampa,NN,B-city_name
4402,Sentence 370,names,NNS,O
4403,Sentence 370,of,IN,O
4404,Sentence 370,airports,NNS,O
4405,Sentence 371,what,WP,O
4406,Sentence 371,is,VBZ,O
4407,Sentence 371,the,DT,O
4408,Sentence 371,name,NN,O
4409,Sentence 371,of,IN,O
4410,Sentence 371,the,DT,O
4411,Sentence 371,airport,NN,O
4412,Sentence 371,in,IN,O
4413,Sentence 371,philadelphia,NN,B-city_name
4414,Sentence 372,what,WP,O
4415,Sentence 372,s,VBZ,O
4416,Sentence 372,the,DT,O
4417,Sentence 372,name,NN,O
4418,Sentence 372,of,IN,O
4419,Sentence 372,the,DT,O
4420,Sentence 372,denver,NN,B-airport_name
4421,Sentence 372,airport,NN,I-airport_name
4422,Sentence 373,i,NN,O
4423,Sentence 373,would,MD,O
4424,Sentence 373,like,VB,O
4425,Sentence 373,to,TO,O
4426,Sentence 373,know,VB,O
4427,Sentence 373,what,WP,O
4428,Sentence 373,airports,NNS,O
4429,Sentence 373,are,VBP,O
4430,Sentence 373,in,IN,O
4431,Sentence 373,los,JJ,B-city_name
4432,Sentence 373,angeles,NNS,I-city_name
4433,Sentence 374,describe,NN,O
4434,Sentence 374,pittsburgh,NN,B-airport_name
4435,Sentence 374,airport,NN,I-airport_name
4436,Sentence 375,which,WDT,O
4437,Sentence 375,flight,NN,O
4438,Sentence 375,between,IN,O
4439,Sentence 375,pittsburgh,NN,B-fromloc
4440,Sentence 375,and,CC,O
4441,Sentence 375,baltimore,NN,B-toloc
4442,Sentence 375,on,IN,O
4443,Sentence 375,july,NN,B-depart_date.month_name
4444,Sentence 375,nineteenth,NN,B-depart_date.day_number
4445,Sentence 375,has,VBZ,O
4446,Sentence 375,the,DT,O
4447,Sentence 375,smallest,JJS,B-mod
4448,Sentence 375,seating,NN,O
4449,Sentence 375,capacity,NN,O
4450,Sentence 376,show,VB,O
4451,Sentence 376,me,PRP,O
4452,Sentence 376,the,DT,O
4453,Sentence 376,flight,NN,O
4454,Sentence 376,with,IN,O
4455,Sentence 376,the,DT,O
4456,Sentence 376,smallest,JJS,B-mod
4457,Sentence 376,seating,NN,O
4458,Sentence 376,capacity,NN,O
4459,Sentence 376,which,WDT,O
4460,Sentence 376,leaves,VBZ,O
4461,Sentence 376,pittsburgh,NN,B-fromloc
4462,Sentence 376,and,CC,O
4463,Sentence 376,arrives,VBZ,O
4464,Sentence 376,in,IN,O
4465,Sentence 376,baltimore,NN,B-toloc
4466,Sentence 376,on,IN,O
4467,Sentence 376,june,NN,B-arrive_date.month_name
4468,Sentence 376,fourteenth,NN,B-arrive_date.day_number
4469,Sentence 377,what,WP,O
4470,Sentence 377,aircraft,NN,O
4471,Sentence 377,has,VBZ,O
4472,Sentence 377,the,DT,O
4473,Sentence 377,largest,JJS,B-mod
4474,Sentence 377,seating,NN,O
4475,Sentence 377,capacity,NN,O
4476,Sentence 378,what,WP,O
4477,Sentence 378,s,VBZ,O
4478,Sentence 378,the,DT,O
4479,Sentence 378,smallest,JJS,B-mod
4480,Sentence 378,plane,NN,O
4481,Sentence 378,that,WDT,O
4482,Sentence 378,flies,VBZ,O
4483,Sentence 378,from,IN,O
4484,Sentence 378,pittsburgh,NN,B-fromloc
4485,Sentence 378,to,TO,O
4486,Sentence 378,baltimore,VB,B-toloc
4487,Sentence 378,on,IN,O
4488,Sentence 378,eight,CD,B-depart_time.time
4489,Sentence 378,sixteen,NNS,O
4490,Sentence 379,please,NN,O
4491,Sentence 379,tell,VB,O
4492,Sentence 379,me,PRP,O
4493,Sentence 379,which,WDT,O
4494,Sentence 379,airline,NN,O
4495,Sentence 379,has,VBZ,O
4496,Sentence 379,the,DT,O
4497,Sentence 379,most,RBS,B-mod
4498,Sentence 379,departures,NNS,O
4499,Sentence 379,from,IN,O
4500,Sentence 379,atlanta,NN,B-fromloc
4501,Sentence 380,what,WP,O
4502,Sentence 380,s,VBZ,O
4503,Sentence 380,the,DT,O
4504,Sentence 380,smallest,JJS,B-mod
4505,Sentence 380,plane,NN,O
4506,Sentence 380,flying,VBG,O
4507,Sentence 380,from,IN,O
4508,Sentence 380,pittsburgh,NN,B-fromloc
4509,Sentence 380,to,TO,O
4510,Sentence 380,baltimore,VB,B-toloc
4511,Sentence 380,on,IN,O
4512,Sentence 380,december,NN,B-depart_date.month_name
4513,Sentence 380,seventeenth,NN,B-depart_date.day_number
4514,Sentence 381,which,WDT,O
4515,Sentence 381,airline,NN,O
4516,Sentence 381,has,VBZ,O
4517,Sentence 381,the,DT,O
4518,Sentence 381,most,RBS,B-mod
4519,Sentence 381,arrivals,NNS,O
4520,Sentence 381,in,IN,O
4521,Sentence 381,atlanta,NN,B-toloc
4522,Sentence 382,what,WP,O
4523,Sentence 382,is,VBZ,O
4524,Sentence 382,the,DT,O
4525,Sentence 382,aircraft,NN,O
4526,Sentence 382,type,NN,O
4527,Sentence 382,with,IN,O
4528,Sentence 382,the,DT,O
4529,Sentence 382,greatest,JJS,B-mod
4530,Sentence 382,seating,NN,O
4531,Sentence 382,capacity,NN,O
4532,Sentence 383,what,WP,O
4533,Sentence 383,is,VBZ,O
4534,Sentence 383,the,DT,O
4535,Sentence 383,smallest,JJS,B-mod
4536,Sentence 383,aircraft,NN,O
4537,Sentence 383,available,JJ,O
4538,Sentence 383,to,TO,O
4539,Sentence 383,fly,VB,O
4540,Sentence 383,on,IN,O
4541,Sentence 383,from,IN,O
4542,Sentence 383,pittsburgh,NN,B-fromloc
